epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,1143.27,0.37576,0.28076,0.92829,0.7182,0.55118,0.70613,0.47622,1.10534,1.36266,1.43293,0.0004556,0.0004556,0.0004556
80,1157.61,0.36332,0.26791,0.91604,0.43356,0.73529,0.58829,0.38263,1.28122,1.59807,1.5501,0.0004358,0.0004358,0.0004358
81,1172.22,0.36301,0.27143,0.90683,0.5382,0.81102,0.73938,0.57834,0.85305,1.27942,1.19578,0.000416,0.000416,0.000416
82,1186.92,0.37745,0.27783,0.92575,0.55931,0.58962,0.65146,0.49348,1.01324,1.54464,1.29116,0.0003962,0.0003962,0.0003962
83,1201.48,0.37416,0.26438,0.92492,0.34977,0.70079,0.40563,0.23537,1.50084,2.07133,1.68513,0.0003764,0.0003764,0.0003764
84,1215.76,0.37869,0.28106,0.93166,0.39539,0.84964,0.51656,0.34832,1.20336,1.91648,1.48335,0.0003566,0.0003566,0.0003566
85,1229.99,0.36978,0.24842,0.92802,0.40242,0.86614,0.55864,0.40142,1.0415,1.81421,1.34204,0.0003368,0.0003368,0.0003368
86,1244.22,0.3891,0.27887,0.96042,0.3675,0.79528,0.46185,0.32397,1.06152,1.92472,1.3781,0.000317,0.000317,0.000317
87,1258.57,0.35885,0.25435,0.92174,0.32856,0.77165,0.3668,0.24673,1.14292,2.15462,1.43759,0.0002972,0.0002972,0.0002972
88,1272.76,0.34082,0.24789,0.90791,0.35697,0.77953,0.38942,0.26819,1.01923,2.18908,1.3652,0.0002774,0.0002774,0.0002774
89,1286.99,0.33941,0.24186,0.89677,0.39706,0.8193,0.46997,0.33858,0.98997,1.95934,1.29309,0.0002576,0.0002576,0.0002576
90,1301.29,0.35732,0.26359,0.93432,0.43323,0.79528,0.5391,0.38631,1.00396,1.6317,1.30624,0.0002378,0.0002378,0.0002378
91,1339.05,0.28021,0.21288,0.88017,0.4789,0.83465,0.65813,0.50826,0.81088,1.31737,1.1886,0.000218,0.000218,0.000218
92,1351.76,0.26218,0.18809,0.87577,0.43826,0.87233,0.59772,0.43195,0.9391,1.57949,1.28921,0.0001982,0.0001982,0.0001982
93,1365.67,0.24734,0.17983,0.86123,0.57032,0.70025,0.67757,0.52301,0.80659,1.42407,1.20473,0.0001784,0.0001784,0.0001784
94,1379.66,0.26179,0.19274,0.8714,0.56842,0.643,0.64749,0.48593,0.84035,1.44382,1.22066,0.0001586,0.0001586,0.0001586
95,1393.63,0.23942,0.17958,0.85484,0.56602,0.7189,0.68173,0.54183,0.75215,1.39911,1.15916,0.0001388,0.0001388,0.0001388
96,1407.66,0.23685,0.17846,0.8497,0.57191,0.65222,0.66508,0.54242,0.70362,1.46504,1.11323,0.000119,0.000119,0.000119
97,1421.7,0.2326,0.17134,0.8698,0.57128,0.62954,0.64291,0.5112,0.7419,1.59926,1.12912,9.92e-05,9.92e-05,9.92e-05
98,1435.77,0.23507,0.17254,0.87802,0.42867,0.8189,0.59936,0.48082,0.78249,1.75312,1.15584,7.94e-05,7.94e-05,7.94e-05
99,1449.88,0.22859,0.17409,0.87196,0.43239,0.82677,0.61485,0.48844,0.77893,1.75747,1.15751,5.96e-05,5.96e-05,5.96e-05
100,1463.9,0.23942,0.16679,0.86165,0.54874,0.62205,0.63017,0.50255,0.77009,1.68127,1.15283,3.98e-05,3.98e-05,3.98e-05
